textID,tweet_text,sentiment
1960674415,shares I miss my niece and nephew. http://tinyurl.com/mrgqdc http://plurk.com/p/x1ap6,negative
1960674778,@MarceloN rlly dead?  Descanse em paz... #luto #sad #RIP,negative
1960675145,Experiencing pain with paginating ASP.NET ListView controls,negative
1960675157,painting my nails green in an attempt to look like an army person. annoyed that everyone seems to tan apart from me! freckles and sunburn,negative
1960703926,"@alexandrakeller Haha, yeah. It was here and there before but now it's constant",positive
1960704760,"@jemimakiss but have you got @nrierp, and twitted a link to it. No? Fail.",negative
1960705629,My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,negative
1960706333,O dnt even like wearing  my skinny jean no more cuz of yall bitch ass ni99as...,negative
1960706810,@Smilystace i am so sorry,negative
1960708072,i have no idea wtf im doing,negative
1960708674,(@MeowMeowHotMix) My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,negative
1960709405,@mr2oh2 So you're gonna make me go alllll the way to the store??? LOL  I have to find one...I'll Google.  Thanks.    LOL,positive
1960709931,@skyladawn Exactly. She becomes completely incapable of anything unless he's there helping her. Too many of those are out there.,positive
1960710773,Google Chrome forgot what everything looks like for some reason,negative
1960711232,the columbus blue jackes may be movieing to anew city to play at  thats sad news,negative
1960712118,"Oh man, there are dead deer everywhere in michigan.",negative
1960712472,@alisongow I think I've been killed judging bt my energy after attacking just to see what happened  #spymaster,negative
1960713922,"Will this rain ever go away, my puppy is getting cabin fever and she doesn't like going out in the rain",negative
1960713940,@NHL10 I was hoping for a better trailer,positive
1960714335,PEOPLE!!! wat the hell is a follower on twitter???? I DONT GET IT!!!,negative
1960715335,Sitting at the Connection listening to the employees reminisce and mope about their last shift,negative
1960715341,misses driving already,negative
1960715778,@dopegirlfresh YAY!!  I was supposed to be there next weekend. But its off now.   But I'ma make it out there...I &lt;3 Philly.,positive
1960716218,crying so hard.......,negative
1960716423,"It's Friday, but not the most pleasant ones  waaaaaay to much work...",negative
1960716555,i wish my blog was working properly - i have a great #followfriday blog post i wanted to showcase!,positive
1960716755,I'm very conflicted here.  I really like Mike but I still have feelings for Darrin.  It's really complicated.  I don't know what to do.,negative
1960718324,At the dentist. I have a hole in my tooth,negative
1960718708,@arlastouch nothing yet  still looking....but lets for sure do lunch next week!!,positive
1960750680,"@jdcritte Though it was a cold that would go away, turns out it's a sinus infection that just keeps getting worse and worse by the day.",negative
1960750898,I gotta do my assignments tomorrow  OMG mackillop has swine,negative
1960751051,ughhh have a tummy ache,negative
1960751129,Why are we busy ugh I have the largest headache,negative
1960751234,@anitapsays what happened?  are you suffering from neck/shoulder/back pain like me?  i can't move either,negative
1960751420,Jesus Christ meadowhall could do with better air con! Too hot,negative
1960751750,"has had a fab day on placement, But working all weekend.",positive
1960751832,Its a gorgeous day and I'm going to work allll day  Just gotta keep telling myself its for NYC!!,positive
1960752399,"@leilaanasazi: I'm sure lots of that studio equipment was collected analog stuff that can't be bought anymore.    seriously, condolences.",negative
1960752950,bye LA... I already miss you,negative
1960752961,"&quot;I only think of you as breaking my heart, I'm trying to keep it together but I'm falling apart.&quot;",negative
1960753619,"What a dreary, rainy, crappy day.",negative
1960753649,@GeezusHaberdash Awww   I told you when I would change it. I suggest you try to get in touch w/ Dre's people. LOL,positive
1960753793,@musical_musings Good morning!  It is raining here,positive
1960754573,@davenavarro6767 Not Columbus but just wanted to say sorry to be missing Indiana show tomorrow. So sad  I will be in the woods with 8 GS.,negative
1960755192,i am very very tired,negative
1960755212,i hate the biatches of this world,negative
1960755374,@fortrel The newest versions are not any better,negative
1960756219,what a bad day 1 of my close relative has died so i wont be going to florida,negative
1960756509,@meeshel that sucks.   did you save any of it?,negative
1960757601,@michelleweber  Been there and never at a good time   Your recourse is small claims or you can get a atty involved. But that is more $,negative
1960758189,I hate when it's cloudy. I either want it to be all sunny or raining. It's cloudy,negative
1960758436,@ElizaPatricia =o YOU SAW FLEETWOOD MAC! I'm insanely jealous. I don't have enough money to buy tickets.  I think I'll never see them. =(,negative
1960758936,I have had it with job hunting. I try all day and nothing works  I bet I couldn't even work at the strip club because of my cider belly!,negative
1960758973,So I get up early and I feel good about the day. I walk to work and I'm feeling alright. But guess what... I don't work today.,positive
1960759470,@kdelbonis Well I can't get Cupcake because I can't connect to T-Mobile's network because my SIM card is corrupted,negative
1960759723,VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.,negative
1960761152,heading up to the farm   dont want to i wanna stay here and talk with my boyfriend... STUPID MOM FOR MAKING ME GO UP &gt;.&lt;,negative
1960761257,It's too hot. I hate summer  #harrymcflytosing,negative
1960762036,@LolzyluvsJB Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out,negative
1960762039,there's something about this area that makes my tonsils swell up everyday. i don't get it..  i feel slightly miserable. #FF done 4 now!!,negative
1960762262,"@nettagyrl What makes me sad is when I follow someone I converse with and have similar bios, but they don't follow me back!",negative
1960762713,"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r.",negative
1960763784,@tommcfly Will we see you guys in the Philippines?  That would be the coolest thing ever! Always wanted to go to one of your concerts!,positive
1960763862,@McFrog I can't be mean without you.,negative
1960763963,Now I'm all sad because I'll probably never see Fleetwood Mac.,negative
1960806856,@nptnmkiii I dunno...I thought I was funny,negative
1960808064,is in the costume shop cleaning and STARVING. Bring me food???,negative
1960808720,"35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc",positive
1960809017,sorry guys i didn't sign in for a while  sorry every1,negative
1960809381,Horrid dream. I suspect I will have to cancel my plans tonight...,negative
1960809900,@SquishT77 So sorry to hear about your mum.,negative
1960810082,I don't think I'm very well. Just in time for the weekend,negative
1960810151,Follow Friday is a bit hard to do when my work kicks in on Fridays,negative
1960810579,bad timing- a new mommy just called for newborn pictures and I can't fit the baby into my schedule no matter how hard I try,negative
1960811611,I THINK EVERYONE HATES ME ON HERE   lol,negative
1960811752,"The one day I do my hair, weather sucks  where is the sun?",negative
1960812135,"4 hours of sleep, a migraine, again? What is wrong with me?    hate my life",negative
1960812512,@clairmc my riding time has been dismal too during these rainy weeks.  haven't been able to make myself to go to the gym instead.,negative
1960812607,@ekalavyab dammit i had the passes but i am still at work,negative
1960812644,@IamChrisMann I'm just sick of stupid guys but for a moment u make me believe not all of them suck then I get back to reality,negative
1960812888,Going to the doctors now. Scared as shit.,negative
1960813248,My body hurt  I need a rub down like NOW!,negative
1960813431,@chantelnicole I am lost. Please help me find a good home.,negative
1960813657,"@countingcrows i'm totally gutted, i ended up with my foot in a cast today so i can't travel to nottingham now to see you guys   xxx",negative
1960814213,"@electricdog 140 characters, I find, is rarely enough to elaborate much upon anything.",negative
1960814796,"Plane tickets to UK and everywhere in Europe are BEYOND cheap (for June-Oct!!), but there's NO gig in the near future announced yet",positive
1960814958,@flyyKiDDangel lmao I need a shopping partner today.,positive
1960815185,@RoTone u suck! had i went to jail i couldnt tweet anymore,negative
1960815535,"it's you and me forever ?, it's you and me right now   flywithmeobsessive. Im crying",negative
1960816199,My throat hurts,negative
1960816516,@EAZY_ERON Effy breaks my heart.,negative
1960816677,"@LinkedInBrian Unfortunately, I will be nowhere near the beach. I have fam in that area, too.",negative
1960817125,@Mpisthename Kisses! or its screwed. i'll be a raggy old cat woman ha i'm pretty sure of it,negative
1960817237,Got the sniffles   I SO don't want to get sick - I don't need this.,positive
1960817356,"Just got woken up by my mom... Our ENTIRE first floor is flooded. All our furniture, curtains, moms expensive rugs.... Soaked and ruined",negative
1960817868,Such a beautiful day. I just wish I had the energy to enjoy it.,positive
1960818444,@ELLISNYC hey handsome!  I'm packing,positive
1960818690,i hate not being able to twitterize on my cell phone  oh well,negative
1960818727,"&quot;Isn't she lovely? Isn't she beautiful?&quot; Sorry Stevie, you're not really in a position to make that judgement  #steviewonder",negative
1960818988,Braxton was up at 2:30 untill 4am and now he won't sleep more than 15 minutes at a time! It's hard to be a mom on days like this!,negative
1960819050,walk was grand peeps lol feet are really hurting now thought  xx,negative
1960820352,How could they kill him? Hollyoaks made me sad.,negative
1960820362,@infinitus_ When they don't pop well. I feel lousier after playing those.,negative
1960820828,@novah gah i forgot about separate bins. maybe this is a bad idea,negative
1960859191,starting phase 1 of operation &quot;be productive&quot;- pack clothes. can't find pink tank top!! oh no!!!,negative
1960859266,@kamy775 It's gonna be hot here today too. today is Ryan's last day of pre-k. I can't believe it!  I've been a SAHM since I had him!,negative
1960859287,@xXHAZELXx: Ok its suppose 2b followfriday not unfollow Friday  aw well I have nice tweeters anyway! &lt;-almost doesnt sound right...lol;),positive
1960859442,- me and my mom's cars were broken into.  I feel violated.,negative
1960859823,@schittyw0k KILL IT JASMINE! Haven't talked to you for ages.,negative
1960860254,"Ok I'm frustrated, there is hella dust between the screens of my blackberry",negative
1960861397,"i had my chance and blew it, now i have to suffer the consequences..gnite tweeps",negative
1960862935,@mcpactions bugger didn't know that  shame people have to stick there nose in!,negative
1960863363,"@cheetham Alas, we can't broadcast the lunches as we have no bandwidth in those rooms",negative
1960863696,I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken fag florist people ={ hmm..need something else...hmm...,negative
1960865527,@CaityKaboom so sad i have to pay $60,negative
1960866158,Not feeling comfortable with myself today,negative
1960866929,I SO should've gone right now!!! *wish I could alter time!!  *,negative
1960867380,"i forgot to put my work clothes in the dryer  also, i love my new slippers!",positive
1960868535,Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.,negative
1960868779,Chatted with my old schoolmates. Awww  I miss my Highschool.,negative
1960869895,is watching the final episode of E.R  Goon SuBo 2 win Britians Got Talent,positive
1960869957,@JinxCat What? I was being serious.,negative
1960870564,"Awh, its the last day of the tour  I'll miss hangin w/@sendoutscuds and Children 18:3. Soooo...let's make it an awesome nite in OK!!",positive
1960871813,"@dnbauman hahah yeah, i had the same problem. Tomorrow there is a bday dinner for Terry at 7:30 so i don't think we'll see the fight",negative
1960872744,"my car is in at the garage &amp; is not coming out anytime soon! last time I heard the gearbox was the problem, still waiting for the quote.",negative
1960874743,@Kainz_UK I'll hopefully get a chance to play it tomorrow. Hope it's good otherwise I've wasted so many points,positive
1960875774,bored bored bored. nothing to do today besides work at 5,negative
1960900130,@doug251192 not impressed....! it might go away if you complain too much!  x,negative
1960900440,ok nevermind. photo was set to private. sorry.,negative
1960900792,just got home from school and from the wake of my friend's father.  so tired..,negative
1960901140,Life can get soo Dull sometimes what do you do when u have no 1 around  x,negative
1960902194,@goodlaura  *waves to make it all OK again*,positive
1960902724,"@ringqvist juice! I miss juice, any fruit",negative
1960902861,"Broke Up with girlfriend, FEELING Very lonely and heartbroken  Sad times guys (N)",negative
1960903364,the mall i once worked at has turned into a very depressing place,negative
1960904269,"@charlej47's going to Disney World, lucky bitch.",positive
1960904903,Slept at my parents the bed was hard as a rock now my back feels like a rock,negative
1960905445,..exams.  haha just remembrd the china buffet king yesterday. vair amusing ....,positive
1960906107,@daaku @danishk lol.. zzzzy in office and I'm alone in my bay again.,negative
1960906137,industrial tommorow! oh yeah &amp; I get to go see a bunch of old people go away forever &amp; I will probably cry all over the place.,negative
1960907183,@tommcfly Is it true that you love brazil more than australia  nitey,positive
1960907396,omg i was so nervous last block. i had my speech and i almost puked. it was horrible.... i bet i got a bad grade on it....,negative
1960907499,"thought id tanned after an hour in the sun, i was wrong....i've just burnt",negative
1960908419,I am sooooooo bored in textiles !,negative
1960908799,just realized i gained 40 pounds in the last year  http://bit.ly/wCr3a,positive
1960909186,"TGIF I don't like 12 hour workdays  I need to stand up, run around 4 a while.... too much sitting!!! Plus, I have honest ade tea 2day! YAY",negative
1960909333,I'm really bored! My brother went to get his permit! Stay off the roads! Jk lol! It feels like all my friends have abandoned me! Except 1,negative
1960909337,@EddieMalone yeah sucks eh!,negative
1960909426,"so hot in the office as air con been broken for weeks, fans on all round office but they just push hot air around really and not helping",negative
1960909797,I really despair over the whole copyright situation http://bit.ly/yLY0I ~ being visually impaired means you don't deserve to read  #sccr18,negative
1960910072,"gettn ready to take a trip to Jersey my dad's not doing so good, he needs a new heart~whoeva see's this please say a prayer for my dad",negative
1960910316,ive got a headache now,negative
1960910528,Today seems like it should be a good day! Even though my fuel pump is going out on my car  *~xoxo~*,positive
1960911806,"@michelleflores Michelle, I slept for 11 hours last night. I'm still stick with this fever.",negative
1960912269,I don't like waiting,negative
1960912573,"Not feeling too good at ALL, about to head to work from 12-5.  Not a bad shift, just not fun when you don't feel well! Hope it goes FAST",negative
1960912616,@gladieator  got my hair rebonded at some korean place. dude! my hair is f'in fried! cut 5&quot; already ... now just chopping it off!!!,negative
1960913203,@MINDY979  I wish I knew..  Trying to figure something out here too,positive
1960913342,I think I'm running a fever and not feeling so well!,negative
1960913749,I'm extremely hungry.... and the only thing I have in my house is Soup...  I don't like soup... *pouts*,negative
1960913872,Mouth hurts,negative
1960914525,Looking for accessories for my #livescribe smartpen.. not many sources here in germany for it.,negative
1960915261,@megshine: have fun focus grouping! i have no participants as of yet..,positive
1960915698,"Now that Hugh Laurie has mentioned he follows @stephenfry on twitter, thousands of idiots think this (@hughlaurie) is him. IDIOTS!",negative
1960942535,".@jkmodels I missed your party...you must forgive me pleassse, i feel bad..",negative
1960942815,@QueenBofMakeup I need to do some more post but I don't have time on this tour  ........... Apologies to all my supporters.,negative
1960943129,@jvfriedman can't! need to work on overtime project at lunchtime.    Sorry!,negative
1960943778,So tired. Work today.,negative
1960945109,i have high cholesterol,negative
1960945637,Headed to verizon. Praying that pinkberry is going to make it.,positive
1960945928,ive very picky about what i put in my mouth. i hate onions. they make me cry  ),negative
1960947935,"So now, I have conjunctivitis in my left eye. Is this a sign of something? What did I do wrong to deserve this?LOL I'm dying people!",negative
1960948458,is very disappointed that cadbury chocolate blocks got smaller,negative
1960948752,I'm nauseous  I need a yogurt or something..,negative
1960949042,Hicks are mean!,negative
1960949174,@conorp YES!!! one final party  better make it a good one !! how much mpre stuff you got to go?,positive
1960949990,@OwenGreaves I've given the $19.99 question more thought. U may be right. One host provides HD quality to all viewers? Maybe not.,positive
1960952273,I wanna leave after 2nd period *cryy*,negative
1960952709,Gardening stuff I ordered got returned to sender because it was damage  need to work out how to get to a garden centre.,negative
1960952741,i have a fever,negative
1960953292,@chrisrcook Since the demise of Woolworths it isn't easy to find reasonably priced pick n mix anywhere,negative
1960953375,in about half a hour i'm going to my english lesson...guess i'll have to wait...and wait for a couple hours so i'm over with it.(( :S   )),negative
1960953552,My back is killing me. Stupid softball,negative
1960953774,tired and all i want to do is play random songs on my gitwar but i have to do my drama essay.,negative
1960953815,Still in same queue barely 1 metre from where i last twittered. This is insane. And i paid for this,negative
1960953932,"Again, I'm stuck in traffic jams ... Somewhat starting to be the same situation every day. That's sad, really",negative
1960954086,Irony: Inventor of Ford Mustang can't keep his car   http://tinyurl.com/lpmvtk via @JeffHolton:,negative
1960954150,@geskoi Sorry to hear.,negative
1960954462,Fallen in love with enter shikari again. Might go for a walk with the lady later. @work now though,positive
1960955243,This class is really long and I'm really getting hungry,negative
1960956506,Was meant to go play cricket but can't get a lift so I'm now stuck at home watching the Apprentice on a lovely day  http://ff.im/-3niD8,negative
1960956592,@morethanfine I wish we could make a quick trip to LA in July  I miss LA,negative
1960956755,@THE_WOCKEEZ @DonnieWahlberg Don't wanna miss ANY of your shows...you guys kick it! Sad to say...my plane is in the shop...,negative
1960991099,@finnmacool I am lost. Please help me find a good home.,negative
1960991329,"Well, my dog still isn't at the shelter. I hope someone good has him",positive
1960991350,@trvsbrkr not working here,negative
1960991455,@felipemercado are you still angry with me?,negative
1960992287,just waking up...ahh i have a headache,negative
1960992526,the plan to not spend money is not going well,negative
1960993074,Why do you hurt me? Does it bring you joy to see me cry? You know I love you more then anything and yet u break my heart everyday!,positive
1960993116,"My feet are killing, I've walked miles in search of an art shop...doesn't seem like Ealing has one",negative
1960993550,BREAKING NEWS: GM shares are currently trading below $1.00 at only $.88 per share!!,negative
1960993632,Had a blood test today.   Wasn't too bad really. Needed to dash 2 Starbucks after to revive my spirits with a nice Iced latte &amp; a bun.Yum!,positive
1960994113,My bum hurts.,negative
1960994290,my sensors don't seem to want to last for more than 3 1/2 days,negative
1960995024,really wanted to go to that gig tonight,positive
1960995163,I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me,negative
1960995562,i hope my morning show doesn't get cancelled!,positive
1960996603,i feel like crap right now and i have one more month of school left  FML HARD,negative
1960996843,GIVE A HATER A Hug ? Why would you do that? I don't like mwean people,negative
1960997125,@143presents What time you close today? Is it the last day today or tmr? I may shed a tear,negative
1960998303,@snipeyhead the there's confuse me,negative
1960998360,@_supernatural_ http://twitpic.com/66l83 - I really miss her.,negative
1960998616,@cherishable73 i guess it's easier said than done for some people.....myself being one of them unfortunately,negative
1960998624,would rather be with the bride doing last minute wedding stuff instead of being stuck behind a desk until 5.  Someday...,negative
1960998783,Sometimes it hurts that pets cant talk back to us. What if they are in pain. How would they tell us.,negative
1960999015,@ameeface  What's wrong with her?,negative
1960999082,@frazzel It wouldn't let me download it cos it said I'm the UK. I had a little cry.,negative
1960999459,Ahhh I'm engulfed in shooooes. Who told me to buy so maany damn shoes,negative
1961000534,I sunburnt through factor 30,negative
1961000574,my apple-mouse doesn't work on my shiny red coffee table...,negative
1961000803,@trvsbrkr it's not working here,negative
1961000839,Learned a lesson the hard way. Lost my USB stick and backup was a month old,negative
1961001951,@AlexBurdz sorry bout your cat !,negative
1961002608,"@tommcfly My eyes are starting to hurt. So late. But must reach 200 updates due to tweets sent to youuuu! Philippines tour, pleeease?",negative
1961004008,"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already.",positive
1961004534,I am sooo tired,negative
1961004747,"@joycecherrier Awww. Don't mean to sound like an overgrown age 37 baby, but I'm still stick. Not as bad as yesterday, but still bad.",negative
1961004993,@kevinwilliams yeah I guess so  it makes me very sad though becase the disc is scratched!,negative
1961005154,got woken up early AGAIN  I kinda wana just chill today but there's so much to do!,negative
1961005299,Stupid MSN It wont let me onnnn,negative
1961005387,has toothache,negative
1961006011,Feeling sick at stomach today,negative
1961006236,is very upset to see carys and donna go today    miss you both hugely already!!! (Yes ok its only been like 3 hours) haaa..waaaah,negative
1961033974,in park slope brooklyn working the bust photoshoot. this is so exciting! &amp;no more fever! but my tonsils are the size of golfballs,positive
1961034440,i am Marina and i sware to God i'll never again end up studying French till 2 o'clock at night EVER AGAIN...too much drama...sooo sleepy,negative
1961034908,@JackieKessler  sad face.,negative
1961035176,i need some serious cheering up,negative
1961035706,My mind automatically wakes up at 7. Huge fail -- it's SUMMER!  Good morning nonetheless. Gonna get ready for work now.,negative
1961036974,sad day*Lakers please make me happy with a W,negative
1961037030,"No school, again. This time cuz im sick.",negative
1961037074,@handlewithcare  Nice start to the holiday!,positive
1961037196,I need a bigger mp3 player... even if it pains me to say it,negative
1961037729,@humbug83 Aaaaw no!  Are the windows open and that?,negative
1961038032,honestly i cannot figure this twitter thing out,negative
1961038485,i wish i could go to meet in the middle tomorrow.,positive
1961039196,is super stressed!,negative
1961039457,is sad to go to work cuz it's TermiNeda's last day...and little monkey's last day too,negative
1961039804,@demetridadon well what about tomorrow? I miss you,negative
1961040864,fuck you ipod for freezing when i need you most,negative
1961042428,@emILLyschwindt thanks lady.... bummer for sure.,positive
1961042793,My student just walked in balling.  She just witnessed her dog getting hit on the street.  I don't know what to do to cheer her up.,negative
1961043012,@GatorsNow my feelings are hurt,negative
1961043874,Oh man....my fiance just got off work and I start mine in 1 hour....so not fair.....,negative
1961044326,@MelanieDawn Forgot about the traffic  Heading to Foxford in Mayo and the lovely Pontoon tomorrow,positive
1961045023,Turned my alarm off this morning because I thought it was Saturday. Had to rush to get ready for work because its def not Saturday   #FAIL,negative
1961045240,@daisyamy me too i hate revision,negative
1961045980,@Lizzidoll I wish I was in va too,positive
1961046076,@KimKardashian i was watchin tv yesterday and the media is on u. u were number five i think for worst beach bodies because of ur butt,negative
1961047643,"@MikeandBobShow   Awww, that wasn't very nice.",negative
1961047713,@Kacey3 I didn't read the details so that may be it. Sara Jayne is a kid's show so it can't be that exciting.,negative
1961047912,"I also want it to be the 6th, i miss my girlies so much  @georgielockwood WE GET TO BE ROOMIES AGAIN!",negative
1961048868,Frank from UPS' last day today...  sad to see him go   best delivery guy EVER!  Hope the new guy is NOT a fucktard...,negative
1961049246,Dont worry babe,positive
1961049367,"@MargaretEnright YES!! I made the sign when i noticed it missing on Sunday! So far, no luck... It's now Unlucky Japanese Cat...",negative
1961049714,@Cheapflights_uk  o2 - train from Bristol to London. It's terrible - and no wifi,negative
1961050712,its so sad when the dad dies  hakuna matana it means no worries for...,negative
1961056742,"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go &amp; meet the kids. I'll have 2 wait another 2 wks",negative
1961057044,Picking up a couple toys tonight! D300 and 50mm f/1.4! YAY!! :-D Just for the weekend though,positive
1961057667,Didn't sleep good last night. Woke up with another bellyache  what's wrong with meeeeeee.,negative
1961059010,@_supernatural_ http://twitpic.com/6695k - Awwww poor boys! *cries* So sad..,negative
1961059140,@andyjih Yep...sadly I only had 10 min before a meeting!,negative
1961059288,@rachaely57 Yes! Haha and then when he impaled himself with the crossed keys!  Love Scottish-trying-to-be-Irish Ewan McGregor,positive
1961060116,is thinking WOW I survived Freshman year...Mission Accomplished...Now Sophomore year,positive
1961060202,"Ouch, my back. Man I'm sick",negative
1961060657,@MaXXXimumMyra I am lost. Please help me find a good home.,negative
1961060738,@Katt53 no news on the kid. They can't find the parent!,negative
1961062061,"is in class, trying to listen but I really like twitter, facebook, .&amp; myspace  oh yeaaah .&amp; I'm hungry!",positive
1961062063,hmmmmï¿½being home isn't *all* great  http://u.nu/8m68,positive
1961062143,"So, I'm at the point now that it has become apparent that having a degree means jack shit.",negative
1961062728,@957TheBeat i want magic mountain tix but i dont get ur station out in paso  boo sux for me,negative
1961062763,My shirt is a fuzz magnet today and I feel totally uncomfortable,negative
1961062776,Trying my best not to share this lovely head cold,positive
1961063064,"@CharPower  I gave up cable in these tough economic times.  it was either cable or shoes, and you know what cable lost",positive
1961063160,@ohitsbigron Dang... that IS disappointing,negative
1961063179,"Wicked, my DVB-S tuner card has arrived. Although not sure I'll be able to get it all set up ready for the FA Cup final tomorrow",negative
1961063322,stupid HIP!! I hate you!! And I can't even break in my new kicks!!!  GRRRR!,negative
1961063765,"TGIF.,..i wish that saying applied to me, but i work Saturdays",positive
1961064007,sad assembly  next block,negative
1961064076,10-Year-Old Girl Battles Rare Breast Cancer  http://bit.ly/JPe9c,positive
1961064362,@epiphanygirl Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It's all good. Thanks for #FF love,positive
1961064369,@Petrolhead159 Unfortunately I didn't see any of that spreading of poo,negative
1961064710,"Woo, Hulu Desktop! My poor Mac is kinda struggling with it though, poor little Core Duo just can't keep up",negative
1961065210,why are matters of the heart so complicated?,negative
1961065494,My son had surgery yesterday so mommy and son time won't be as long today,negative
1961065623,@artfirejohn Do you think the bead crumb navigation will return to the new Fusion studios? I really miss that at the top of each item.,negative
1961066466,I did many things but missed tweeting,negative
1961066579,@RobbiedaKid no I was too slow  I hate getting the trailhead then not getting in.,negative
1961066655,@elizabite  I'm so sorry.  I don't understand why some people expect everyone to react to these things with the same &quot;poise&quot; as themselves,negative
1961067231,@carolkoh Sorry to hear that Carol.,negative
1961067685,@THE_WOCKEEZ I'm missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,negative
1961070489,@EFCuttin so where r u spinning now that the Hookah is R.I.P.?,negative
1961072029,"@gonepie thats what doting husbands are for LOL!!  I hope that once my braces go on, I can eat normally again",positive
1961078703,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!,negative
1961078747,Have a slight headache,negative
1961079455,@Zanti1 Are you guys gonna get the metal detector from the Brickmans? I saw Chad ask Davey on FB. Sorry 'bout your ring,negative
1961079740,"@zzwhitejd did you decide it is a sprain? mine has been bothering me again, but never had it checked out",negative
1961080590,@mikebugout Nooooo!  Working this weekend,negative
1961080721,this weekends abouttttto SUCK,negative
1961080738,"@wood83   Does she like it, or does she roll her eyes?  Now I'm curious as hell!  Good singing is a real treat as far am I'm concerned!",positive
1961081207,"@glamorousamanda I wish i could have a pole, we got no space for it  maybe i should throw out some furniture and get a pole",positive
1961081422,Oh MAN !! I was going to connect my old school Nintendo to play mario games. And is not in the bag I gotta search for it.,negative
1961082009,one of my cat's is sick,negative
1961082612,A thursday. Is that REALLY necessary @jonasbrothers ? Have u ever heard of school and horrible mums,negative
1961083346,@freecitysoul my film didn't come out  the camera was broken. lamesauce.,negative
1961084039,I think I'm about to break my own heart. (as emo as that sounds)... meh.,negative
1961084772,Is tired n wants to sleep in her own bed,negative
1961084925,dammit i cant watch stadium music,negative
1961085313,"We waste way too much paper @ the office... for nothing worthy, that almost disgust me",negative
1961085903,@karneee love it! Really its simple i think of a word and put twi on the front i should be more clever,positive
1961086177,@kweenie Are you in Galbladia Garden? That shit is hard.,negative
1961087899,so...i really want to be home right now.,positive
1961088700,at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,negative
1961089041,Felt one tooth without the braces bracket. I got soooo hype,negative
1961089132,@jamiehigh !!!!  glad you're alright!,positive
1961090291,I'm so disgusted that my assumptions regarding what happened in Harlem last night were 100% correct without reading the story first.,negative
1961091131,"My poor wife.  I'm laid up for another 6 hours on doctors orders, then can't do much and she is dealing with screaming baby",negative
1961091640,@captaincarrott  you're mean to me. You're gonna have to have pizza tonight or it will go off.,negative
1961091768,"@LizzieCoulter oh dear. (I'm sorry, but i laughed  )",negative
1961091917,http://www.bodybuilding.com/fun/richardchan.htm OMFG this dude looks well 'ard! He puts me to shame...,negative
1961092018,@aidadoll he thinks he's a gangsterrr  his ass don't even fit in G Unit. &amp; I know :| ))))),negative
1961092032,@dooce I don't. I hope it takes them a good long while to recover.,positive
1961092033,this phyllis hyman unsung story is so SAD,negative
1961092306,Sites that republish my blog's feed often end up higher than my blog on Google search results,negative
1961092699,Moving makes me sore.  Dunno if we are gonna make it!   Its getting close!,negative
1961092708,"now i am doing the MicroEconomics project  ihate this subject &amp; beside that i have the english ILETS exam tomorrow, waaa ,HELP !!",negative
1961093004,my shoes hurt my feet,negative
1961093718,at work with a HUGE headache,negative
1961094015,i feel like shit,negative
1961094361,@maximillian62 Oh dear... that's just... disturbing.   The coffee connoisseur in me just died a little.,negative
1961096876,Youtube isn't working...and I wanted to watch Britains Got Talent.  I'm debating about having a pity party.,negative
1961097186,@MattTerry You can't make it down to NYC at all when I'm there huh?,negative
1961097495,Got people don't let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,negative
1961098016,Woot. just had my interview! went awsome! I didn't get to talk with Mr. Johnny thought...  oh well I still did really good!,positive
1961098072,Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost,negative
1961098214,my knees are sore after physio,negative
1961098284,"I hate having to put my toddler in a disposable, but her rash needs ointment. I hate her having a rash even worse.",negative
1961098295,Off to Dollarama -- I wish I had a new job,positive
1961099229,im tweeting... this is so hard... i dont get it...,negative
1961099876,Looking for a show to turn my brain into mush so it doesn't hurt anymore  Any good FREE online ones you know of?,positive
1961100573,My coffee got cold blah!,negative
1961100980,i lost my phone.,negative
1961101542,"..Get Over On His Mom &amp; Now I Feel Horrible, He Must Think I am.  That's Not What I Meant. Just Thought It'd Be Better Than The Brunt.",negative
1961102273,14 more days with slow internet,negative
1961102284,OMGoodness back to school soon FUN!,positive
1961102802,"@_katieedwards I can't yet back, I've run out of texts!  I'll ring you laters xoxo",negative
1961102863,Tired with a headache  me no like sunshine,negative
